Species,Date,Age,Glass,Temp,KDTime,Pot.mean
Sub,3/13/2018,7,L,32,1047,N
Sub,3/18/2018,7,L,32.5,507,N
Sub,2/13/2018,7,L,33,351,Y
Imm,2/13/2018,7,L,33,716,N
Sub,2/13/2018,7,L,33,329,Y
Sub,2/13/2018,7,L,33,311,Y
Sub,2/13/2018,7,L,33,370,Y
Sub,2/13/2018,7,L,33,303,Y
Sub,2/13/2018,7,L,33,516,Y
Sub,2/13/2018,7,L,33,340,Y
Sub,2/13/2018,7,L,33,589,Y
Sub,2/13/2018,7,L,33,499,Y
Sub,2/13/2018,7,L,33,415,Y
Sub,2/6/2018,5,S,33.5,294,Y
Imm,2/6/2018,4,S,33.5,319,Y
Sub,2/6/2018,5,S,33.5,224,Y
Imm,2/6/2018,4,S,33.5,493,Y
Sub,2/6/2018,6,S,33.5,307,Y
Imm,2/6/2018,4,S,33.5,398,Y
Sub,2/6/2018,4,S,33.5,358,Y
Imm,2/6/2018,4,S,33.5,324,Y
Sub,2/6/2018,5,S,33.5,202.5,Y
Imm,2/6/2018,4,S,33.5,344,Y
Sub,2/6/2018,5,S,33.5,331,Y
Imm,2/6/2018,4,S,33.5,432,Y
Sub,2/6/2018,4,S,33.5,344,Y
Imm,2/6/2018,4,S,33.5,367,Y
Sub,2/6/2018,5,S,33.5,195,Y
Imm,2/6/2018,4,S,33.5,402,Y
Sub,2/6/2018,5,S,33.5,274,Y
Imm,2/6/2018,4,S,33.5,367,Y
Sub,2/6/2018,4,S,33.5,225,Y
Imm,2/6/2018,4,S,33.5,344,Y
Ruf,2/25/2018,7,S,33.5,587,N
Sub,1/11/2018,7,S,34,112,Y
Imm,1/11/2018,6,S,34,202,Y
Sub,1/11/2018,7,S,34,145,Y
Imm,1/11/2018,7,S,34,174,Y
Sub,1/11/2018,7,S,34,171,Y
Imm,1/11/2018,7,S,34,162,Y
Sub,1/11/2018,7,S,34,140,Y
Imm,1/11/2018,7,S,34,174,Y
Sub,1/11/2018,7,S,34,189,Y
Imm,1/11/2018,6,S,34,135,Y
Sub,1/11/2018,6,S,34,136,Y
Imm,1/11/2018,7,S,34,215,Y
Sub,1/11/2018,7,S,34,155,Y
Imm,1/11/2018,7,S,34,155,Y
Sub,1/11/2018,7,S,34,186,Y
Imm,1/11/2018,7,S,34,186,Y
Sub,1/11/2018,6,S,34,111,Y
Imm,1/11/2018,6,S,34,213,Y
Sub,1/11/2018,6,S,34,190,Y
Sub,1/11/2018,7,S,34,175,Y
Equ,1/17/2018,6,L,34,897,Y
Equ,1/17/2018,5,L,34,842,Y
Equ,1/17/2018,6,L,34,793,Y
Equ,1/17/2018,6,L,34,767,Y
Equ,1/17/2018,5,L,34,992,Y
Equ,1/17/2018,5,L,34,842,Y
Equ,1/17/2018,6,L,34,842,Y
Equ,1/17/2018,5,L,34,806,Y
Equ,1/17/2018,6,L,34,536,Y
Equ,1/17/2018,6,L,34,744,Y
Equ,1/17/2018,6,L,34,674,Y
Equ,1/17/2018,6,L,34,744,Y
Equ,1/17/2018,5,L,34,853,Y
Ruf,2/27/2018,7,S,34,339,Y
Ruf,2/27/2018,6,S,34,381,Y
Ruf,2/27/2018,7,S,34,462,Y
Ruf,2/27/2018,6,S,34,441,Y
Ruf,2/27/2018,7,S,34,478,Y
Ruf,2/27/2018,6,S,34,412,Y
Ruf,2/27/2018,7,S,34,454,Y
Ruf,2/27/2018,6,S,34,317,Y
Ruf,2/27/2018,7,S,34,511,Y
Ruf,2/27/2018,6,S,34,390,Y
Suz,3/8/2018,6,L,34,648.5,N
Sub,2/10/2018,7,S,34.5,102,Y
Imm,2/10/2018,7,S,34.5,96,Y
Sub,2/10/2018,5,S,34.5,102,Y
Imm,2/10/2018,7,S,34.5,146,Y
Sub,2/10/2018,7,S,34.5,119,Y
Imm,2/10/2018,7,S,34.5,109,Y
Sub,2/10/2018,6,S,34.5,109,Y
Imm,2/10/2018,7,S,34.5,103,Y
Sub,2/10/2018,7,S,34.5,106,Y
Imm,2/10/2018,7,S,34.5,115,Y
Sub,2/10/2018,7,S,34.5,62,Y
Imm,2/10/2018,7,S,34.5,156,Y
Sub,2/10/2018,5,S,34.5,100,Y
Imm,2/10/2018,7,S,34.5,134,Y
Sub,2/10/2018,5,S,34.5,104,Y
Imm,2/10/2018,7,S,34.5,163,Y
Sub,2/10/2018,7,S,34.5,111,Y
Imm,2/10/2018,7,S,34.5,134,Y
Sub,2/10/2018,5,S,34.5,107,Y
Imm,2/10/2018,7,S,34.5,127,Y
Ruf,2/23/2018,7,S,34.5,310,Y
Ruf,2/23/2018,6,S,34.5,347,Y
Ruf,2/23/2018,7,S,34.5,302,Y
Ruf,2/23/2018,6,S,34.5,320,Y
Ruf,2/23/2018,7,S,34.5,328,Y
Ruf,2/23/2018,6,S,34.5,366,Y
Ruf,2/23/2018,7,S,34.5,318,Y
Ruf,2/23/2018,6,S,34.5,311,Y
Ruf,2/23/2018,7,S,34.5,276,Y
Ruf,2/23/2018,6,S,34.5,303,Y
Suz,3/8/2018,6,S,34.5,360,Y
Suz,3/8/2018,6,S,34.5,447,Y
Suz,3/8/2018,6,S,34.5,436,Y
Suz,3/8/2018,6,S,34.5,415,Y
Suz,3/8/2018,6,S,34.5,458,Y
Suz,3/8/2018,6,S,34.5,490,Y
Suz,3/8/2018,6,S,34.5,436,Y
Suz,3/8/2018,6,S,34.5,404,Y
Suz,3/8/2018,6,S,34.5,426,Y
Equ,3/27/2018,7,L,34.5,666,Y
Equ,3/27/2018,7,L,34.5,619,Y
Equ,3/27/2018,7,L,34.5,533,Y
Equ,3/27/2018,7,L,34.5,456,Y
Equ,3/27/2018,7,L,34.5,444,Y
Equ,3/27/2018,7,L,34.5,691,Y
Equ,3/27/2018,7,L,34.5,739,Y
Equ,3/27/2018,7,L,34.5,521,Y
Equ,3/27/2018,7,L,34.5,634,Y
Mel,1/9/2018,6,L,35,661,N
Ruf,1/10/2018,6,S,35,100,Y
Imm,1/10/2018,7,S,35,100,Y
Sub,1/10/2018,6,S,35,78,Y
Ruf,1/10/2018,6,S,35,154,Y
Imm,1/10/2018,7,S,35,72,Y
Sub,1/10/2018,6,S,35,53,Y
Ruf,1/10/2018,6,S,35,149,Y
Imm,1/10/2018,7,S,35,62,Y
Sub,1/10/2018,7,S,35,76,Y
Ruf,1/10/2018,5,S,35,213,Y
Imm,1/10/2018,6,S,35,40,Y
Sub,1/10/2018,6,S,35,65,Y
Ruf,1/10/2018,6,S,35,205,Y
Imm,1/10/2018,7,S,35,41,Y
Sub,1/10/2018,6,S,35,65,Y
Ruf,1/10/2018,6,S,35,192,Y
Imm,1/10/2018,6,S,35,76,Y
Sub,1/10/2018,7,S,35,76,Y
Ruf,1/10/2018,5,S,35,192,Y
Imm,1/10/2018,7,S,35,82,Y
Sub,1/10/2018,6,S,35,80,Y
Ruf,1/10/2018,6,S,35,177,Y
Imm,1/10/2018,7,S,35,63,Y
Sub,1/10/2018,6,S,35,85,Y
Ruf,1/10/2018,6,S,35,227,Y
Imm,1/10/2018,7,S,35,63,Y
Sub,1/10/2018,7,S,35,63,Y
Ruf,1/10/2018,5,S,35,185,Y
Imm,1/10/2018,7,S,35,62.5,Y
Sub,1/10/2018,6,S,35,62.5,Y
Mer,2/15/2018,7,S,35,292,N
Suz,3/1/2018,4,S,35,283,Y
Suz,3/1/2018,4,S,35,308,Y
Suz,3/1/2018,4,S,35,326,Y
Suz,3/1/2018,4,S,35,360,Y
Suz,3/1/2018,4,S,35,365,Y
Suz,3/1/2018,4,S,35,339,Y
Suz,3/1/2018,4,S,35,284,Y
Suz,3/1/2018,4,S,35,327,Y
Suz,3/1/2018,4,S,35,284,Y
Suz,3/1/2018,4,S,35,300,Y
Equ,3/26/2018,8,L,35,390,N
Mel,2/5/2018,4,S,35.5,647,N
Imm,2/5/2018,4,S,35.5,63.5,Y
Mer,2/5/2018,6,S,35.5,189,Y
Imm,2/5/2018,6,S,35.5,53,Y
Mer,2/5/2018,5,S,35.5,225,Y
Imm,2/5/2018,4,S,35.5,55,Y
Mer,2/5/2018,6,S,35.5,173,Y
Imm,2/5/2018,4,S,35.5,56.5,Y
Mer,2/5/2018,6,S,35.5,238,Y
Imm,2/5/2018,4,S,35.5,62.5,Y
Mer,2/5/2018,5,S,35.5,208,Y
Imm,2/5/2018,4,S,35.5,54,Y
Mer,2/5/2018,6,S,35.5,181.5,Y
Imm,2/5/2018,4,S,35.5,43,Y
Mer,2/5/2018,6,S,35.5,198,Y
Imm,2/5/2018,5,S,35.5,57,Y
Mer,2/5/2018,5,S,35.5,181,Y
Imm,2/5/2018,6,S,35.5,45,Y
Mer,2/5/2018,6,S,35.5,163,Y
Imm,2/5/2018,4,S,35.5,64.5,Y
Mer,2/5/2018,6,S,35.5,176,Y
Suz,2/16/2018,6,S,35.5,182,Y
Ruf,2/16/2018,7,S,35.5,181,Y
Sub,2/16/2018,6,S,35.5,58,Y
Suz,2/16/2018,6,S,35.5,131,Y
Ruf,2/16/2018,7,S,35.5,162,Y
Sub,2/16/2018,6,S,35.5,59,Y
Suz,2/16/2018,6,S,35.5,188,Y
Ruf,2/16/2018,7,S,35.5,163,Y
Sub,2/16/2018,6,S,35.5,60,Y
Suz,2/16/2018,6,S,35.5,214,Y
Ruf,2/16/2018,7,S,35.5,117,Y
Sub,2/16/2018,6,S,35.5,52,Y
Suz,2/16/2018,6,S,35.5,183,Y
Ruf,2/16/2018,7,S,35.5,151,Y
Sub,2/16/2018,7,S,35.5,59,Y
Suz,2/16/2018,6,S,35.5,214,Y
Ruf,2/16/2018,7,S,35.5,134,Y
Sub,2/16/2018,6,S,35.5,76,Y
Suz,2/16/2018,6,S,35.5,210,Y
Ruf,2/16/2018,7,S,35.5,118,Y
Sub,2/16/2018,6,S,35.5,62,Y
Suz,2/16/2018,6,S,35.5,184,Y
Ruf,2/16/2018,7,S,35.5,117,Y
Sub,2/16/2018,6,S,35.5,60,Y
Suz,2/16/2018,6,S,35.5,184,Y
Ruf,2/16/2018,7,S,35.5,77,Y
Sub,2/16/2018,6,S,35.5,44,Y
Suz,2/16/2018,6,S,35.5,214,Y
Ruf,2/16/2018,7,S,35.5,133,Y
Sub,2/16/2018,6,S,35.5,70,Y
Equ,3/28/2018,6,S,35.5,338,Y
Equ,3/28/2018,6,S,35.5,330,Y
Equ,3/28/2018,6,S,35.5,410,Y
Equ,3/28/2018,6,S,35.5,342,Y
Equ,3/28/2018,6,S,35.5,330,Y
Equ,3/28/2018,6,S,35.5,349,Y
Equ,3/28/2018,6,S,35.5,338,Y
Equ,3/28/2018,6,S,35.5,410,Y
Equ,3/28/2018,6,S,35.5,386,Y
Equ,3/28/2018,6,S,35.5,330,Y
Mon,4/17/2018,6,L,35.5,519.5,N
Mel,12/19/2017,7,S,36,346,Y
Equ,12/19/2017,5,S,36,239,Y
Mel,12/19/2017,7,S,36,260,Y
Equ,12/19/2017,5,S,36,240,Y
Mel,12/19/2017,7,S,36,371,Y
Equ,12/19/2017,5,S,36,243,Y
Mel,12/19/2017,7,L,36,181,Y
Mel,12/19/2017,7,L,36,292,Y
Equ,12/19/2017,5,L,36,219,Y
Mel,12/19/2017,7,L,36,240,Y
Mel,12/19/2017,7,L,36,200,Y
Equ,12/19/2017,5,L,36,200,Y
Mel,12/19/2017,7,L,36,344,Y
Equ,12/19/2017,5,L,36,224,Y
Mel,12/19/2017,7,L,36,370,Y
Equ,12/19/2017,5,L,36,215,Y
Mel,12/19/2017,7,L,36,225,Y
Mel,12/19/2017,7,L,36,322,Y
Ruf,1/23/2018,7,S,36,100,Y
Ruf,1/23/2018,7,S,36,68,Y
Ruf,1/23/2018,6,S,36,110,Y
Ruf,1/23/2018,7,S,36,100,Y
Ruf,1/23/2018,6,S,36,79,Y
Ruf,1/23/2018,7,S,36,92,Y
Ruf,1/23/2018,7,S,36,81,Y
Ruf,1/23/2018,6,S,36,80,Y
Ruf,1/23/2018,7,S,36,92,Y
Ruf,1/23/2018,6,S,36,80,Y
Sub,2/4/2018,5,S,36,36,Y
Mer,2/4/2018,5,S,36,135,Y
Sub,2/4/2018,5,S,36,39.5,Y
Mer,2/4/2018,5,S,36,156,Y
Sub,2/4/2018,5,S,36,32,Y
Mer,2/4/2018,5,S,36,147,Y
Sub,2/4/2018,4,S,36,41,Y
Mer,2/4/2018,5,S,36,129,Y
Sub,2/4/2018,5,S,36,32,Y
Mer,2/4/2018,5,S,36,147,Y
Sub,2/4/2018,4,S,36,40,Y
Mer,2/4/2018,5,S,36,157,Y
Sub,2/4/2018,5,S,36,36.75,Y
Mer,2/4/2018,5,S,36,140,Y
Sub,2/4/2018,5,S,36,27.5,Y
Mer,2/4/2018,5,S,36,157,Y
Sub,2/4/2018,5,S,36,38.5,Y
Mer,2/4/2018,5,S,36,140,Y
Sub,2/4/2018,4,S,36,39,Y
Mer,2/4/2018,5,S,36,130,Y
Imm,2/10/2018,7,S,36,33.25,Y
Imm,2/10/2018,7,S,36,29.5,Y
Imm,2/10/2018,7,S,36,34,Y
Imm,2/10/2018,7,S,36,28.5,Y
Imm,2/10/2018,7,S,36,35.5,Y
Imm,2/10/2018,7,S,36,36,Y
Imm,2/10/2018,7,S,36,33,Y
Imm,2/10/2018,7,S,36,27.5,Y
Imm,2/10/2018,7,S,36,31,Y
Imm,2/10/2018,7,S,36,31.75,Y
Suz,2/26/2018,7,S,36,144,Y
Suz,2/26/2018,6,S,36,159,Y
Suz,2/26/2018,7,S,36,153,Y
Suz,2/26/2018,6,S,36,121,Y
Suz,2/26/2018,7,S,36,136,Y
Suz,2/26/2018,6,S,36,159,Y
Suz,2/26/2018,7,S,36,159,Y
Suz,2/26/2018,6,S,36,131,Y
Suz,2/26/2018,7,S,36,132,Y
Suz,2/26/2018,7,S,36,144,Y
Mon,3/24/2018,6,L,36,392,Y
Mon,3/24/2018,6,L,36,429,Y
Mon,3/24/2018,6,L,36,304,Y
Mon,3/24/2018,6,L,36,406,Y
Mon,3/24/2018,6,L,36,321,Y
Mon,3/24/2018,6,L,36,363,Y
Mon,3/24/2018,6,L,36,305,Y
Mon,3/24/2018,6,L,36,406,Y
Mon,3/24/2018,6,L,36,429,Y
Mon,3/24/2018,6,L,36,394,Y
Equ,3/24/2018,6,L,36,271,Y
Equ,3/24/2018,6,L,36,247,Y
Equ,3/24/2018,6,L,36,259,Y
Equ,3/24/2018,6,L,36,231,Y
Equ,3/24/2018,6,L,36,253,Y
Equ,1/30/2018,7,S,36.5,121,Y
Mer,1/30/2018,6,S,36.5,114,Y
Mel,1/30/2018,7,S,36.5,283,Y
Sub,1/30/2018,7,S,36.5,28,Y
Equ,1/30/2018,7,S,36.5,127,Y
Mer,1/30/2018,7,S,36.5,106,Y
Mel,1/30/2018,7,S,36.5,192,Y
Sub,1/30/2018,7,S,36.5,23,Y
Equ,1/30/2018,7,S,36.5,127,Y
Mer,1/30/2018,6,S,36.5,98,Y
Mel,1/30/2018,7,S,36.5,187,Y
Sub,1/30/2018,7,S,36.5,31.75,Y
Equ,1/30/2018,7,S,36.5,143,Y
Mer,1/30/2018,7,S,36.5,107,Y
Mel,1/30/2018,7,S,36.5,235,Y
Sub,1/30/2018,7,S,36.5,26.5,Y
Equ,1/30/2018,7,S,36.5,115,Y
Mer,1/30/2018,7,S,36.5,101,Y
Mel,1/30/2018,7,S,36.5,208,Y
Sub,1/30/2018,7,S,36.5,26.75,Y
Equ,1/30/2018,7,S,36.5,129,Y
Mer,1/30/2018,6,S,36.5,109,Y
Mel,1/30/2018,6,S,36.5,219,Y
Sub,1/30/2018,7,S,36.5,29,Y
Equ,1/30/2018,7,S,36.5,122,Y
Mer,1/30/2018,7,S,36.5,99,Y
Mel,1/30/2018,7,S,36.5,301,Y
Sub,1/30/2018,7,S,36.5,24.75,Y
Equ,1/30/2018,7,S,36.5,133,Y
Mer,1/30/2018,6,S,36.5,108,Y
Mel,1/30/2018,7,S,36.5,188,Y
Sub,1/30/2018,7,S,36.5,22,Y
Equ,1/30/2018,7,S,36.5,138,Y
Mer,1/30/2018,6,S,36.5,115,Y
Mel,1/30/2018,7,S,36.5,239,Y
Sub,1/30/2018,7,S,36.5,21,Y
Equ,1/30/2018,7,S,36.5,128,Y
Mer,1/30/2018,6,S,36.5,107,Y
Mel,1/30/2018,7,S,36.5,219,Y
Sub,1/30/2018,7,S,36.5,21,Y
Imm,2/8/2018,6,S,36.5,25,Y
Ruf,2/8/2018,6,S,36.5,53,Y
Imm,2/8/2018,6,S,36.5,26.5,Y
Ruf,2/8/2018,6,S,36.5,60.75,Y
Imm,2/8/2018,6,S,36.5,14,Y
Ruf,2/8/2018,5,S,36.5,67,Y
Imm,2/8/2018,6,S,36.5,27.25,Y
Ruf,2/8/2018,6,S,36.5,57.75,Y
Imm,2/8/2018,6,S,36.5,27.5,Y
